P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
nuttallianum-7_9	lineapetalum	gypsophilum	0.152795	4.23459	2.28973e-05	0.0205178	395.071	133.951	98.4427
gypsophilum	occidentale	lineapetalum	0.365593	10.1276	2.3e-16	0.0838296	161.901	210.505	97.7934
gypsophilum	parryi	lineapetalum	0.223757	5.87113	4.3284e-09	0.0421118	501.59	142.16	90.1736
gypsophilum	lineapetalum	patens	0.137305	3.62837	0.000285221	0.0433524	565.656	124.073	94.1146
gypsophilum	ramosum-1_5	lineapetalum	0.338256	9.14507	2.3e-16	0.0728776	163.231	194.293	96.0747
gypsophilum	ramosum-3	lineapetalum	0.349198	9.1321	2.3e-16	0.073906	162.941	186.33	89.8785
gypsophilum	ramosum-4_10	lineapetalum	0.349536	9.24792	2.3e-16	0.0760577	165.553	201.011	96.8854
gypsophilum	sapellonis	lineapetalum	0.332985	8.80178	2.3e-16	0.0736284	168.698	199.552	99.8542
gypsophilum	lineapetalum	scaposum	0.235603	6.81295	9.56201e-12	0.0886337	130.31	217.944	134.829
gypsophilum	scopulorum	lineapetalum	0.3227	8.37957	2.3e-16	0.0701566	168.289	179.14	91.73
gypsophilum	stachydeum	lineapetalum	0.192062	4.63644	3.54461e-06	0.0456698	150.562	177.083	120.021
gypsophilum	lineapetalum	trolliifolium	0.38058	10.7033	2.3e-16	0.120002	241.192	235.477	105.65
lineapetalum	viridescens	gypsophilum	0.150608	3.70038	0.000215277	0.0203329	308.331	133.775	98.7546
xantholeucum	lineapetalum	gypsophilum	0.0516709	1.33821	0.180828	0.00604815	611.613	104.646	94.3631
gypsophilum	novomexicanum	multiplex	0.355462	9.73251	2.3e-16	0.107384	139.53	217.978	103.651
gypsophilum	multiplex	nudicaule	0.123139	3.5002	0.000464911	0.0379213	355.005	183.767	143.472
nuttallianum-14	multiplex	gypsophilum	0.138374	3.71729	0.000201373	0.0185901	306.269	131.421	99.4713
nuttallianum-7_9	multiplex	gypsophilum	0.215971	6.35274	2.11515e-10	0.0301813	308.962	153.972	99.2774
gypsophilum	occidentale	multiplex	0.423802	12.5113	2.3e-16	0.133601	143.105	242.235	98.0298
gypsophilum	parryi	multiplex	0.192939	5.39848	6.7207e-08	0.0469286	520.597	143.884	97.3419
gypsophilum	multiplex	patens	0.116981	3.20178	0.00136582	0.0356431	590.56	123.982	98.0131
gypsophilum	ramosum-1_5	multiplex	0.413069	11.8556	2.3e-16	0.120202	143.855	226.852	94.225
gypsophilum	ramosum-3	multiplex	0.404274	11.0761	2.3e-16	0.121832	140.643	224.073	95.0568
gypsophilum	ramosum-4_10	multiplex	0.419294	12.3173	2.3e-16	0.123159	142.858	232.411	95.0915
gypsophilum	sapellonis	multiplex	0.367633	10.3718	2.3e-16	0.105701	142.927	214.153	99.0202
gypsophilum	multiplex	scaposum	0.309907	9.6493	2.3e-16	0.116249	139.935	251.246	132.363
gypsophilum	scopulorum	multiplex	0.351597	9.916	2.3e-16	0.0995404	146.249	191.09	91.6718
gypsophilum	stachydeum	multiplex	0.227347	5.84412	5.09258e-09	0.0727857	138.754	193.71	121.946
gypsophilum	multiplex	trolliifolium	0.342901	9.98825	2.3e-16	0.0991597	262.399	223.54	109.381
multiplex	viridescens	gypsophilum	0.0771866	2.04053	0.0412973	0.00715978	618.026	88.7082	75.9953
xantholeucum	multiplex	gypsophilum	0.0746998	2.10244	0.0355149	0.0101483	352.367	128.956	111.029
gypsophilum	novomexicanum	nudicaule	0.136689	3.39556	0.000684878	0.0357907	343.33	145.628	110.604
gypsophilum	novomexicanum	nuttallianum-14	0.316299	7.85695	3.93587e-15	0.075137	147.814	159.78	82.9913
gypsophilum	novomexicanum	nuttallianum-7_9	0.336882	8.90806	2.3e-16	0.110801	177.914	171.733	85.1829
novomexicanum	occidentale	gypsophilum	0.0118527	0.245127	0.806358	0.000997154	231.434	73.9568	72.2242
gypsophilum	parryi	novomexicanum	0.294758	7.27298	3.51636e-13	0.0820278	436.076	133.898	72.9332
gypsophilum	novomexicanum	patens	0.0871692	2.0211	0.0432695	0.0210727	548.444	90.2917	75.8125
novomexicanum	ramosum-1_5	gypsophilum	0.107588	2.1142	0.034498	0.00596214	350.471	55.37	44.6131
novomexicanum	ramosum-3	gypsophilum	0.153391	2.62443	0.00867933	0.00855688	419.952	55.7157	40.8963
ramosum-4_10	novomexicanum	gypsophilum	0.00156168	0.0308999	0.975349	0.000101844	305.164	58.3437	58.1617
novomexicanum	sapellonis	gypsophilum	0.119218	2.26766	0.02335	0.00503191	545.188	43.0282	33.8615
gypsophilum	novomexicanum	scaposum	0.299394	7.80739	5.83865e-15	0.0888272	139.774	179.39	96.7234
novomexicanum	scopulorum	gypsophilum	0.149386	2.92664	0.00342649	0.00984616	286.715	63.7431	47.1736
gypsophilum	novomexicanum	stachydeum	0.429402	10.4768	2.3e-16	0.0815869	101.011	182.039	72.6675
gypsophilum	novomexicanum	trolliifolium	0.329473	8.21245	2.3e-16	0.074117	264.731	156.054	78.7066
gypsophilum	novomexicanum	viridescens	0.341707	8.70194	2.3e-16	0.0637032	105.961	182.172	89.3808
gypsophilum	novomexicanum	xantholeucum	0.315125	7.81352	5.56142e-15	0.077241	151.235	170.328	88.7017
gypsophilum	nuttallianum-14	nudicaule	0.115487	3	0.00269975	0.0359919	276.408	149.328	118.408
gypsophilum	nuttallianum-7_9	nudicaule	0.106397	2.98934	0.00279577	0.0353594	270.97	171.734	138.704
gypsophilum	occidentale	nudicaule	0.13008	3.33308	0.000858915	0.0356912	365.384	150.856	116.127
gypsophilum	parryi	nudicaule	0.15149	3.96302	7.40082e-05	0.0350698	687.276	124.151	91.4844
gypsophilum	nudicaule	patens	0.427429	14.5289	2.3e-16	0.203633	374.741	240.165	96.3351
gypsophilum	ramosum-1_5	nudicaule	0.158296	3.95528	7.64454e-05	0.0429083	370.961	156.013	113.371
gypsophilum	ramosum-3	nudicaule	0.155716	3.75572	0.000172844	0.0388744	358.842	137.512	100.457
gypsophilum	ramosum-4_10	nudicaule	0.167068	4.35234	1.34695e-05	0.0431965	367.353	149.278	106.539
gypsophilum	sapellonis	nudicaule	0.152753	3.73925	0.00018457	0.0395552	363.642	146.764	107.868
gypsophilum	scaposum	nudicaule	0.129353	3.48607	0.000490182	0.0386826	303.506	155.677	120.015
gypsophilum	scopulorum	nudicaule	0.171767	4.24116	2.22365e-05	0.0463897	349.546	143.164	101.192
gypsophilum	stachydeum	nudicaule	0.171969	4.22676	2.37083e-05	0.050745	320.41	154.781	109.358
gypsophilum	trolliifolium	nudicaule	0.241363	7.00049	2.5506e-12	0.0992625	201.447	233.513	142.707
gypsophilum	viridescens	nudicaule	0.125673	3.12466	0.00178013	0.0364272	315.034	152.054	118.103
gypsophilum	xantholeucum	nudicaule	0.101639	2.66101	0.00779069	0.0330133	296.888	158.676	129.397
nuttallianum-7_9	nuttallianum-14	gypsophilum	0.137859	3.89028	0.000100127	0.0150897	418.009	102.27	77.4883
gypsophilum	occidentale	nuttallianum-14	0.361227	9.30437	2.3e-16	0.0914993	151.465	180.181	84.5521
gypsophilum	parryi	nuttallianum-14	0.176735	4.4105	1.03133e-05	0.0357865	451.733	116.403	81.4375
gypsophilum	nuttallianum-14	patens	0.151403	3.81111	0.000138343	0.0486525	474.797	114.984	84.7448
gypsophilum	ramosum-1_5	nuttallianum-14	0.367168	9.34319	2.3e-16	0.0861747	149.252	166.047	76.8594
gypsophilum	ramosum-3	nuttallianum-14	0.364679	8.9755	2.3e-16	0.0880073	155.134	164.095	76.3941
gypsophilum	ramosum-4_10	nuttallianum-14	0.358026	9.49934	2.3e-16	0.087484	151.354	174.943	82.7003
gypsophilum	sapellonis	nuttallianum-14	0.351037	8.99151	2.3e-16	0.0829264	152.159	164.662	79.0946
gypsophilum	nuttallianum-14	scaposum	0.162167	4.56148	5.07944e-06	0.0656297	115.61	195.66	141.056
gypsophilum	scopulorum	nuttallianum-14	0.315563	7.95959	1.72605e-15	0.0751551	159.862	155.799	81.0564
gypsophilum	stachydeum	nuttallianum-14	0.185182	4.30239	1.68965e-05	0.0492881	135.233	148.358	101.997
gypsophilum	nuttallianum-14	trolliifolium	0.393688	11.103	2.3e-16	0.122473	211.902	216.222	94.0654
nuttallianum-14	viridescens	gypsophilum	0.208309	4.91014	9.10109e-07	0.0262303	261.543	116.706	76.4664
nuttallianum-14	xantholeucum	gypsophilum	0.0699522	1.74458	0.0810584	0.00740838	516.134	92.4499	80.3614
gypsophilum	occidentale	nuttallianum-7_9	0.422436	12.0482	2.3e-16	0.152441	175.334	206.652	83.9086
gypsophilum	parryi	nuttallianum-7_9	0.198714	5.29945	1.16155e-07	0.0576572	503.957	124.302	83.0903
gypsophilum	nuttallianum-7_9	patens	0.142009	3.86955	0.000109039	0.0477091	489.358	126.854	95.3056
gypsophilum	ramosum-1_5	nuttallianum-7_9	0.382801	10.3867	2.3e-16	0.125437	175.487	179.848	80.2732
gypsophilum	ramosum-3	nuttallianum-7_9	0.42033	11.2082	2.3e-16	0.146409	175.441	184.981	75.4952
gypsophilum	ramosum-4_10	nuttallianum-7_9	0.367315	10.3108	2.3e-16	0.123421	181.31	181.609	84.0342
gypsophilum	sapellonis	nuttallianum-7_9	0.366247	9.92028	2.3e-16	0.121467	183.336	178.191	82.6567
gypsophilum	nuttallianum-7_9	scaposum	0.152126	4.65386	3.25777e-06	0.0641807	115.519	214.313	157.717
gypsophilum	scopulorum	nuttallianum-7_9	0.322876	8.81499	2.3e-16	0.106611	184.194	161.849	82.8433
gypsophilum	stachydeum	nuttallianum-7_9	0.249229	6.24911	4.12804e-10	0.0933318	162.148	163.546	98.2891
gypsophilum	nuttallianum-7_9	trolliifolium	0.341123	10.2774	2.3e-16	0.111783	204.123	227.474	111.755
nuttallianum-7_9	viridescens	gypsophilum	0.301087	7.79596	6.39202e-15	0.0407116	243.076	142.404	76.4959
nuttallianum-7_9	xantholeucum	gypsophilum	0.158782	4.52252	6.11074e-06	0.0204941	363.104	125.339	90.9896
gypsophilum	parryi	occidentale	0.208384	5.32772	9.94522e-08	0.0579436	457.976	127.715	83.6667
gypsophilum	occidentale	patens	0.118176	2.98482	0.00283742	0.0298915	592.801	98.8082	77.9227
occidentale	ramosum-1_5	gypsophilum	0.069083	1.52268	0.127838	0.00550799	257.119	75.9528	66.1368
occidentale	ramosum-3	gypsophilum	0.0642105	1.2627	0.206697	0.00521092	246.305	74.2079	65.253
occidentale	ramosum-4_10	gypsophilum	0.0282597	0.627792	0.53014	0.00234851	252.051	76.1581	71.972
occidentale	sapellonis	gypsophilum	0.0359627	0.758748	0.448004	0.00297933	237.741	75.5174	70.2743
gypsophilum	occidentale	scaposum	0.353892	9.76135	2.3e-16	0.112323	147.04	204.723	97.6982
occidentale	scopulorum	gypsophilum	0.101092	2.14822	0.0316961	0.00877031	221.119	80.1204	65.4086
gypsophilum	occidentale	stachydeum	0.390492	9.89316	2.3e-16	0.0758305	108.898	187.076	82.0026
gypsophilum	occidentale	trolliifolium	0.324946	8.51592	2.3e-16	0.0735741	280.324	158.581	80.7963
gypsophilum	occidentale	viridescens	0.411957	11.1789	2.3e-16	0.0800022	112.596	204.242	85.0613
gypsophilum	occidentale	xantholeucum	0.359493	9.49273	2.3e-16	0.0941364	153.513	190.063	89.5456
gypsophilum	parryi	patens	0.075542	1.90438	0.0568601	0.017775	968.05	83.7205	71.9601
gypsophilum	parryi	ramosum-1_5	0.218359	5.55713	2.7425e-08	0.0717054	442.632	127.43	81.7533
gypsophilum	parryi	ramosum-3	0.228296	5.60604	2.0701e-08	0.0565023	425.733	125.615	78.9201
gypsophilum	parryi	ramosum-4_10	0.260511	6.62741	3.41627e-11	0.090621	444.418	135.797	79.6663
gypsophilum	parryi	sapellonis	0.277834	7.07798	1.46273e-12	0.0890423	437.454	134.065	75.7668
gypsophilum	parryi	scaposum	0.142013	3.77681	0.000158851	0.0354708	479.933	121.001	90.9071
gypsophilum	parryi	scopulorum	0.212406	5.26123	1.43097e-07	0.0565263	422.109	123.841	80.4488
gypsophilum	parryi	stachydeum	0.242939	5.85254	4.84119e-09	0.0386228	436.638	120.694	73.5133
gypsophilum	parryi	trolliifolium	0.154496	3.88495	0.000102352	0.0295752	596.183	107.315	78.5932
gypsophilum	parryi	viridescens	0.181123	4.56208	5.06499e-06	0.0284773	457.528	124.535	86.3409
gypsophilum	parryi	xantholeucum	0.211959	5.5215	3.36119e-08	0.0438863	473.21	126.469	82.2326
gypsophilum	ramosum-1_5	patens	0.130188	3.1618	0.00156798	0.031994	567.036	97.9497	75.3837
gypsophilum	ramosum-3	patens	0.150743	3.48526	0.000491653	0.0362986	554.556	94.3889	69.6597
gypsophilum	ramosum-4_10	patens	0.0963306	2.40013	0.0163894	0.0235533	600.561	94.8292	78.1646
gypsophilum	sapellonis	patens	0.0768283	1.81697	0.0692212	0.0185669	584.776	91.0434	78.0521
gypsophilum	scaposum	patens	0.107433	2.81079	0.00494199	0.0304521	505.6	103.725	83.6001
gypsophilum	scopulorum	patens	0.0294383	0.700142	0.483839	0.0069283	567.356	79.2274	74.6962
gypsophilum	stachydeum	patens	0.124453	2.89805	0.00375485	0.0350649	528.076	102.132	79.5243
gypsophilum	trolliifolium	patens	0.219604	6.12618	9.00144e-10	0.086689	392.804	157.874	101.02
gypsophilum	viridescens	patens	0.183276	4.43662	9.13815e-06	0.0494854	503.262	106.394	73.4352
gypsophilum	xantholeucum	patens	0.06938	1.74177	0.0815478	0.021201	492.9	106.087	92.3218
ramosum-1_5	ramosum-3	gypsophilum	0.025036	0.469559	0.63867	0.00153458	354.993	54.7322	52.0586
ramosum-4_10	ramosum-1_5	gypsophilum	0.0851601	1.83484	0.0665287	0.00508012	339.464	59.0628	49.7926
sapellonis	ramosum-1_5	gypsophilum	0.0467299	0.973028	0.330539	0.00269467	370.418	54.7545	49.8656
gypsophilum	ramosum-1_5	scaposum	0.377978	10.2577	2.3e-16	0.11616	149.193	202.394	91.3613
ramosum-1_5	scopulorum	gypsophilum	0.0180512	0.377407	0.705871	0.00126699	288.609	61.3915	59.2144
gypsophilum	ramosum-1_5	stachydeum	0.469626	11.7312	2.3e-16	0.0884588	112.235	191.711	69.1866
gypsophilum	ramosum-1_5	trolliifolium	0.344321	8.72239	2.3e-16	0.0754082	278.118	156.476	76.3194
gypsophilum	ramosum-1_5	viridescens	0.406089	10.6215	2.3e-16	0.0736338	111.617	189.11	79.8773
gypsophilum	ramosum-1_5	xantholeucum	0.3781	9.87163	2.3e-16	0.090538	157.768	179.235	80.8838
ramosum-4_10	ramosum-3	gypsophilum	0.0834835	1.57383	0.115526	0.00529622	308.398	59.7097	50.5083
sapellonis	ramosum-3	gypsophilum	0.0639338	1.13869	0.254832	0.00340671	422.063	49.1146	43.2118
gypsophilum	ramosum-3	scaposum	0.347366	9.04598	2.3e-16	0.105051	140.463	188.055	91.0897
ramosum-3	scopulorum	gypsophilum	0.0832959	1.5532	0.120375	0.00550422	281.05	58.6372	49.6198
gypsophilum	ramosum-3	stachydeum	0.45469	11.184	2.3e-16	0.0876625	106.229	183.882	68.9306
gypsophilum	ramosum-3	trolliifolium	0.363018	8.95286	2.3e-16	0.0799792	275.038	154.711	72.3015
gypsophilum	ramosum-3	viridescens	0.427627	11.0464	2.3e-16	0.0807255	107.124	195.742	78.478
gypsophilum	ramosum-3	xantholeucum	0.373733	9.37958	2.3e-16	0.0936448	157.19	177.532	80.9343
ramosum-4_10	sapellonis	gypsophilum	0.0488835	1.02841	0.303756	0.00312657	314.517	60.69	55.0331
gypsophilum	ramosum-4_10	scaposum	0.337343	9.38821	2.3e-16	0.100618	150.545	190.349	94.3185
ramosum-4_10	scopulorum	gypsophilum	0.0851113	1.78648	0.0740215	0.00621371	292.001	68.3063	57.591
gypsophilum	ramosum-4_10	stachydeum	0.435011	11.4484	2.3e-16	0.0825167	111.038	189.264	74.5163
gypsophilum	ramosum-4_10	trolliifolium	0.319234	8.38366	2.3e-16	0.0696308	277.625	152.716	78.806
gypsophilum	ramosum-4_10	viridescens	0.439646	11.8597	2.3e-16	0.0819544	108.363	199.257	77.5568
gypsophilum	ramosum-4_10	xantholeucum	0.351347	9.19447	2.3e-16	0.086425	154.519	184.161	88.3982
gypsophilum	sapellonis	scaposum	0.340242	9.15447	2.3e-16	0.0995618	147.069	188.225	92.6571
sapellonis	scopulorum	gypsophilum	0.119369	2.47973	0.0131484	0.00776673	317.565	62.3043	49.0161
gypsophilum	sapellonis	stachydeum	0.420131	10.5387	2.3e-16	0.0789646	106.939	180.137	73.5538
gypsophilum	sapellonis	trolliifolium	0.327055	8.32308	2.3e-16	0.0727427	280.032	153.97	78.0775
gypsophilum	sapellonis	viridescens	0.369399	9.5246	2.3e-16	0.0672585	113.662	184.106	84.7801
gypsophilum	sapellonis	xantholeucum	0.337564	8.78014	2.3e-16	0.0832345	157.135	177.837	88.0745
gypsophilum	scopulorum	scaposum	0.314217	8.25407	2.3e-16	0.0951515	149.84	178.911	93.3592
gypsophilum	stachydeum	scaposum	0.177578	4.38186	1.17672e-05	0.0575545	135.32	166.624	116.37
gypsophilum	scaposum	trolliifolium	0.258907	7.14218	9.18654e-13	0.071727	239.856	178.123	104.858
gypsophilum	viridescens	scaposum	0.322354	8.85258	2.3e-16	0.111756	122.159	197.966	101.448
gypsophilum	xantholeucum	scaposum	0.193379	5.52103	3.37022e-08	0.0755514	123.144	207.222	140.064
gypsophilum	scopulorum	stachydeum	0.389608	9.48129	2.3e-16	0.0736441	106.62	165.38	72.6441
gypsophilum	scopulorum	trolliifolium	0.320862	8.12483	4.47992e-16	0.0722419	273.062	149.899	77.0723
gypsophilum	scopulorum	viridescens	0.356126	8.91844	2.3e-16	0.0658351	114.337	167.81	79.6742
gypsophilum	scopulorum	xantholeucum	0.337611	8.90927	2.3e-16	0.0838231	162.387	171.325	84.8406
gypsophilum	stachydeum	trolliifolium	0.290458	6.91765	4.59183e-12	0.0734171	241.041	158.909	87.3738
gypsophilum	stachydeum	viridescens	0.214343	5.0517	4.37894e-07	0.0438523	104.637	169.373	109.581
gypsophilum	stachydeum	xantholeucum	0.183727	4.33922	1.42991e-05	0.0478457	143.146	153.286	105.703
gypsophilum	viridescens	trolliifolium	0.331816	8.27015	2.3e-16	0.0845557	244.262	167.907	84.2407
gypsophilum	xantholeucum	trolliifolium	0.402896	11.1841	2.3e-16	0.126252	224.755	227.296	96.7425
xantholeucum	viridescens	gypsophilum	0.182272	4.38275	1.17188e-05	0.0246132	276.876	126.027	87.1672
lineapetalum	multiplex	hesperium	0.108155	2.8419	0.00448451	0.0137418	311.654	138.159	111.19
hesperium	novomexicanum	lineapetalum	0.206412	4.61626	3.90717e-06	0.0355251	151.295	127.781	84.0556
lineapetalum	hesperium	nudicaule	0.0758829	1.86544	0.0621203	0.023644	284.391	139.37	119.71
nuttallianum-14	lineapetalum	hesperium	0.12688	2.94016	0.00328043	0.0135042	367.406	100.056	77.5243
nuttallianum-7_9	lineapetalum	hesperium	0.168556	4.43664	9.1376e-06	0.0199003	299.991	121.618	86.533
hesperium	occidentale	lineapetalum	0.234973	5.46863	4.53532e-08	0.0434743	150.556	142.354	88.184
hesperium	parryi	lineapetalum	0.0351868	0.827516	0.407944	0.00661009	279.918	110.12	102.634
hesperium	lineapetalum	patens	0.00539072	0.122203	0.902739	0.00144289	503.653	82.2431	81.3611
hesperium	ramosum-1_5	lineapetalum	0.235761	5.45683	4.84719e-08	0.0386235	156.118	125.725	77.753
hesperium	ramosum-3	lineapetalum	0.256504	5.49863	3.82743e-08	0.0450286	144.701	133.146	78.7847
hesperium	ramosum-4_10	lineapetalum	0.20233	4.5098	6.48878e-06	0.0318254	152.286	118.378	78.5361
hesperium	sapellonis	lineapetalum	0.206158	4.66698	3.05656e-06	0.0348481	158.542	128.135	84.3333
hesperium	lineapetalum	scaposum	0.0476331	1.21934	0.222716	0.0156802	115.9	138.912	126.28
hesperium	scopulorum	lineapetalum	0.207171	4.49361	7.00252e-06	0.0367532	153.497	123.104	80.8507
hesperium	stachydeum	lineapetalum	0.0699523	1.4667	0.142457	0.0132879	140.334	116.362	101.147
hesperium	lineapetalum	trolliifolium	0.280464	7.04218	1.89254e-12	0.0758936	226.936	166.943	93.8108
lineapetalum	viridescens	hesperium	0.182227	4.09728	4.18028e-05	0.0221399	235.573	126.892	87.7743
xantholeucum	lineapetalum	hesperium	0.0451698	1.08078	0.279797	0.00468196	519.656	95.1056	86.8851
hesperium	novomexicanum	multiplex	0.20733	5.00106	5.7016e-07	0.0537232	132.371	145.544	95.5565
multiplex	hesperium	nudicaule	0.121031	3.16251	0.00156417	0.0364067	325.051	154.418	121.074
nuttallianum-14	multiplex	hesperium	0.227305	5.67383	1.39639e-08	0.0297272	227.155	141.643	89.1768
nuttallianum-7_9	multiplex	hesperium	0.269076	7.64467	2.09479e-14	0.0350181	231.476	158.399	91.2302
hesperium	occidentale	multiplex	0.232811	6.02642	1.67632e-09	0.0657196	137.128	162.672	101.232
parryi	hesperium	multiplex	0.0618275	1.55919	0.118952	0.0159116	297.842	122.513	108.246
multiplex	hesperium	patens	0.0353505	0.842603	0.39945	0.00893912	550.643	85.1027	79.2913
hesperium	ramosum-1_5	multiplex	0.241134	6.1132	9.76506e-10	0.0608118	137.479	147.372	90.1078
hesperium	ramosum-3	multiplex	0.246346	5.76494	8.16889e-09	0.0645894	126.149	148.398	89.7347
hesperium	ramosum-4_10	multiplex	0.243237	6.13198	8.67939e-10	0.0617525	137.156	153.459	93.4113
hesperium	sapellonis	multiplex	0.194237	4.8107	1.50402e-06	0.0480131	136.726	141.738	95.6322
hesperium	multiplex	scaposum	0.115186	3.17009	0.00152393	0.0346964	138.718	148.344	117.699
hesperium	scopulorum	multiplex	0.174303	4.1288	3.64662e-05	0.0457782	129.722	133.794	94.0754
hesperium	stachydeum	multiplex	0.0468301	1.0811	0.279653	0.0130965	124.101	125.896	114.632
hesperium	multiplex	trolliifolium	0.204108	5.32051	1.03474e-07	0.0518356	267.931	160.128	105.842
multiplex	viridescens	hesperium	0.135604	3.29195	0.00099496	0.011464	523.576	87.9974	66.9816
xantholeucum	multiplex	hesperium	0.180924	4.76904	1.85109e-06	0.0225968	270.282	137.461	95.3411
novomexicanum	hesperium	nudicaule	0.136395	2.9867	0.00282007	0.0325384	321.254	118.827	90.303
hesperium	novomexicanum	nuttallianum-14	0.204697	4.26545	1.99498e-05	0.0374623	149.445	105.036	69.3411
hesperium	novomexicanum	nuttallianum-7_9	0.229573	5.07719	3.83058e-07	0.0600445	176.665	113.525	71.1324
occidentale	novomexicanum	hesperium	0.0946078	1.90995	0.0561392	0.0075873	162.163	79.3225	65.6107
parryi	hesperium	novomexicanum	0.0456787	0.995544	0.319472	0.0136556	215.233	104.167	95.066
novomexicanum	hesperium	patens	0.0617452	1.19193	0.233289	0.0117797	523.99	62.2743	55.0313
novomexicanum	ramosum-1_5	hesperium	0.0463534	0.883116	0.377173	0.00262873	268.153	55.3166	50.4155
ramosum-3	novomexicanum	hesperium	0.0212366	0.352712	0.724304	0.00111661	342.585	48.0885	46.0885
novomexicanum	ramosum-4_10	hesperium	0.0285656	0.55112	0.581551	0.00177765	228.481	59.3617	56.0645
novomexicanum	sapellonis	hesperium	0.00911719	0.171369	0.863934	0.000375979	456.635	39.3924	38.6806
hesperium	novomexicanum	scaposum	0.170608	3.7023	0.000213657	0.0401756	129.133	112.921	80.0061
scopulorum	novomexicanum	hesperium	0.015578	0.291248	0.770862	0.00106291	230.462	59.1944	57.3785
hesperium	novomexicanum	stachydeum	0.239802	4.78754	1.68841e-06	0.0389057	104.412	125.707	77.0787
hesperium	novomexicanum	trolliifolium	0.202301	4.34041	1.42218e-05	0.0372108	259.278	107.771	71.5035
hesperium	novomexicanum	viridescens	0.249591	5.22563	1.73566e-07	0.0386793	97.4063	127.198	76.3854
hesperium	novomexicanum	xantholeucum	0.252792	5.51953	3.39899e-08	0.0501043	147.87	121.405	72.41
nuttallianum-14	hesperium	nudicaule	0.13708	3.15633	0.00159768	0.0424974	244.833	133.167	101.059
nuttallianum-7_9	hesperium	nudicaule	0.105938	2.76646	0.00566688	0.0367971	242.357	152.886	123.596
occidentale	hesperium	nudicaule	0.106255	2.38968	0.0168631	0.0264217	325.892	119.351	96.4236
parryi	hesperium	nudicaule	0.0268045	0.633835	0.526189	0.0071544	437.337	108.67	102.997
hesperium	nudicaule	patens	0.361881	10.5985	2.3e-16	0.157175	356.637	182.123	85.3351
ramosum-1_5	hesperium	nudicaule	0.0928245	2.06286	0.0391257	0.021994	341.558	114.674	95.1936
ramosum-3	hesperium	nudicaule	0.10225	2.11702	0.0342585	0.0244964	321.128	109.222	88.9583
ramosum-4_10	hesperium	nudicaule	0.081934	1.84859	0.0645167	0.0182928	336.724	107.565	91.2736
